userId,movieId,tag,tag_tokens,tag_nsw,tag_lemm,tag_pos_tags
424,102903,predictable,['predictable'],['predict'],['predictable'],"[('predictable', 'JJ')]"
424,102903,stupid ending,"['stupid', 'ending']","['stupid', 'end']","['stupid', 'ending']","[('stupid', 'JJ'), ('ending', 'VBG')]"
424,104879,absorbing,['absorbing'],['absorb'],['absorbing'],"[('absorbing', 'VBG')]"
424,104879,acting,['acting'],['act'],['acting'],"[('acting', 'VBG')]"
424,104879,atmospheric,['atmospheric'],['atmospher'],['atmospheric'],"[('atmospheric', 'JJ')]"
424,104879,hugh jackman,"['hugh', 'jackman']","['hugh', 'jackman']","['hugh', 'jackman']","[('hugh', 'NN'), ('jackman', 'NN')]"
424,104879,jake gyllenhaal,"['jake', 'gyllenhaal']","['jake', 'gyllenha']","['jake', 'gyllenhaal']","[('jake', 'NN'), ('gyllenhaal', 'NN')]"
424,104879,morality,['morality'],['moral'],['morality'],"[('morality', 'NN')]"
424,104879,mystery,['mystery'],['mysteri'],['mystery'],"[('mystery', 'NN')]"
424,104879,thriller,['thriller'],['thriller'],['thriller'],"[('thriller', 'NN')]"
424,106100,jared leto,"['jared', 'leto']","['jare', 'leto']","['jared', 'leto']","[('jared', 'JJ'), ('leto', 'NN')]"
424,106100,social commentary,"['social', 'commentary']","['social', 'commentari']","['social', 'commentary']","[('social', 'JJ'), ('commentary', 'NN')]"
424,106100,uplifting,['uplifting'],['uplift'],['uplifting'],"[('uplifting', 'VBG')]"
424,106489,fantasy,['fantasy'],['fantasi'],['fantasy'],"[('fantasy', 'NN')]"
424,106489,tolkien,['tolkien'],['tolkien'],['tolkien'],"[('tolkien', 'NN')]"
424,106489,too long,"['too', 'long']",['long'],"['too', 'long']","[('too', 'RB'), ('long', 'RB')]"
424,109487,christopher nolan,"['christopher', 'nolan']","['christoph', 'nolan']","['christopher', 'nolan']","[('christopher', 'NN'), ('nolan', 'NN')]"
424,109487,scifi,['scifi'],['scifi'],['scifi'],"[('scifi', 'NN')]"
424,109487,timetravel,['timetravel'],['timetravel'],['timetravel'],"[('timetravel', 'NN')]"
424,112515,atmospheric,['atmospheric'],['atmospher'],['atmospheric'],"[('atmospheric', 'JJ')]"
424,112515,dark,['dark'],['dark'],['dark'],"[('dark', 'NN')]"
424,112515,metaphorical,['metaphorical'],['metaphor'],['metaphorical'],"[('metaphorical', 'JJ')]"
424,112515,psychological,['psychological'],['psycholog'],['psychological'],"[('psychological', 'JJ')]"
424,112556,annoying,['annoying'],['annoy'],['annoying'],"[('annoying', 'VBG')]"
424,112556,stupid ending,"['stupid', 'ending']","['stupid', 'end']","['stupid', 'ending']","[('stupid', 'JJ'), ('ending', 'VBG')]"
435,750,dark comedy,"['dark', 'comedy']","['dark', 'comedi']","['dark', 'comedy']","[('dark', 'JJ'), ('comedy', 'NN')]"
435,2959,dark comedy,"['dark', 'comedy']","['dark', 'comedi']","['dark', 'comedy']","[('dark', 'JJ'), ('comedy', 'NN')]"
435,58559,psychology,['psychology'],['psycholog'],['psychology'],"[('psychology', 'NN')]"
435,58559,superhero,['superhero'],['superhero'],['superhero'],"[('superhero', 'NN')]"
439,5952,myth,['myth'],['myth'],['myth'],"[('myth', 'NN')]"
439,98809,action,['action'],['action'],['action'],"[('action', 'NN')]"
439,98809,myth,['myth'],['myth'],['myth'],"[('myth', 'NN')]"
462,152711,cambodia,['cambodia'],['cambodia'],['cambodia'],"[('cambodia', 'NN')]"
462,152711,crime,['crime'],['crime'],['crime'],"[('crime', 'NN')]"
462,152711,human rights,"['human', 'rights']","['human', 'right']","['human', 'right']","[('human', 'JJ'), ('rights', 'NNS')]"
462,152711,murder,['murder'],['murder'],['murder'],"[('murder', 'NN')]"
462,152711,procedural,['procedural'],['procedur'],['procedural'],"[('procedural', 'JJ')]"
474,1,pixar,['pixar'],['pixar'],['pixar'],"[('pixar', 'NN')]"
474,2,game,['game'],['game'],['game'],"[('game', 'NN')]"
474,5,pregnancy,['pregnancy'],['pregnanc'],['pregnancy'],"[('pregnancy', 'NN')]"
474,5,remake,['remake'],['remak'],['remake'],"[('remake', 'NN')]"
474,7,remake,['remake'],['remak'],['remake'],"[('remake', 'NN')]"
474,11,politics,['politics'],['polit'],['politics'],"[('politics', 'NNS')]"
474,11,president,['president'],['presid'],['president'],"[('president', 'NN')]"
474,14,politics,['politics'],['polit'],['politics'],"[('politics', 'NNS')]"
474,14,president,['president'],['presid'],['president'],"[('president', 'NN')]"
474,16,mafia,['mafia'],['mafia'],['mafia'],"[('mafia', 'NN')]"
474,17,jane austen,"['jane', 'austen']","['jane', 'austen']","['jane', 'austen']","[('jane', 'NN'), ('austen', 'NNS')]"
474,21,hollywood,['hollywood'],['hollywood'],['hollywood'],"[('hollywood', 'NN')]"
474,22,serial killer,"['serial', 'killer']","['serial', 'killer']","['serial', 'killer']","[('serial', 'JJ'), ('killer', 'NN')]"
474,25,alcoholism,['alcoholism'],['alcohol'],['alcoholism'],"[('alcoholism', 'NN')]"
474,26,shakespeare,['shakespeare'],['shakespear'],['shakespeare'],"[('shakespeare', 'NN')]"
474,28,in netflix queue,"['in', 'netflix', 'queue']","['netflix', 'queue']","['in', 'netflix', 'queue']","[('in', 'IN'), ('netflix', 'JJ'), ('queue', 'NN')]"
474,28,jane austen,"['jane', 'austen']","['jane', 'austen']","['jane', 'austen']","[('jane', 'NN'), ('austen', 'NNS')]"
474,29,kidnapping,['kidnapping'],['kidnap'],['kidnapping'],"[('kidnapping', 'NN')]"
474,31,high school,"['high', 'school']","['high', 'school']","['high', 'school']","[('high', 'JJ'), ('school', 'NN')]"
474,31,teacher,['teacher'],['teacher'],['teacher'],"[('teacher', 'NN')]"
474,32,time travel,"['time', 'travel']","['time', 'travel']","['time', 'travel']","[('time', 'NN'), ('travel', 'NN')]"
474,34,animal movie,"['animal', 'movie']","['anim', 'movi']","['animal', 'movie']","[('animal', 'JJ'), ('movie', 'NN')]"
474,34,pigs,['pigs'],['pig'],['pig'],"[('pigs', 'NNS')]"
474,36,death penalty,"['death', 'penalty']","['death', 'penalti']","['death', 'penalty']","[('death', 'NN'), ('penalty', 'NN')]"
474,36,nun,['nun'],['nun'],['nun'],"[('nun', 'NN')]"
474,38,twins,['twins'],['twin'],['twin'],"[('twins', 'NNS')]"
474,39,emma,['emma'],['emma'],['emma'],"[('emma', 'NN')]"
474,39,jane austen,"['jane', 'austen']","['jane', 'austen']","['jane', 'austen']","[('jane', 'NN'), ('austen', 'NNS')]"
474,40,in netflix queue,"['in', 'netflix', 'queue']","['netflix', 'queue']","['in', 'netflix', 'queue']","[('in', 'IN'), ('netflix', 'JJ'), ('queue', 'NN')]"
474,40,south africa,"['south', 'africa']","['south', 'africa']","['south', 'africa']","[('south', 'NN'), ('africa', 'NN')]"
474,41,shakespeare,['shakespeare'],['shakespear'],['shakespeare'],"[('shakespeare', 'NN')]"
474,43,england,['england'],['england'],['england'],"[('england', 'NN')]"
474,45,journalism,['journalism'],['journal'],['journalism'],"[('journalism', 'NN')]"
474,46,wedding,['wedding'],['wed'],['wedding'],"[('wedding', 'NN')]"
474,47,serial killer,"['serial', 'killer']","['serial', 'killer']","['serial', 'killer']","[('serial', 'JJ'), ('killer', 'NN')]"
474,50,heist,['heist'],['heist'],['heist'],"[('heist', 'NN')]"
474,52,adoption,['adoption'],['adopt'],['adoption'],"[('adoption', 'NN')]"
474,52,prostitution,['prostitution'],['prostitut'],['prostitution'],"[('prostitution', 'NN')]"
474,58,writing,['writing'],['write'],['writing'],"[('writing', 'VBG')]"
474,62,music,['music'],['music'],['music'],"[('music', 'NN')]"
474,92,jekyll and hyde,"['jekyll', 'and', 'hyde']","['jekyl', 'hyde']","['jekyll', 'and', 'hyde']","[('jekyll', 'NN'), ('and', 'CC'), ('hyde', 'NN')]"
474,96,theater,['theater'],['theater'],['theater'],"[('theater', 'NN')]"
474,101,crime,['crime'],['crime'],['crime'],"[('crime', 'NN')]"
474,104,golf,['golf'],['golf'],['golf'],"[('golf', 'NN')]"
474,107,muppets,['muppets'],['muppet'],['muppets'],"[('muppets', 'NNS')]"
474,110,scotland,['scotland'],['scotland'],['scotland'],"[('scotland', 'NN')]"
474,111,assassination,['assassination'],['assassin'],['assassination'],"[('assassination', 'NN')]"
474,116,holocaust,['holocaust'],['holocaust'],['holocaust'],"[('holocaust', 'NN')]"
474,122,dating,['dating'],['date'],['dating'],"[('dating', 'VBG')]"
474,140,journalism,['journalism'],['journal'],['journalism'],"[('journalism', 'NN')]"
474,150,moon,['moon'],['moon'],['moon'],"[('moon', 'NN')]"
474,150,nasa,['nasa'],['nasa'],['nasa'],"[('nasa', 'NN')]"
474,150,space,['space'],['space'],['space'],"[('space', 'NN')]"
474,153,superhero,['superhero'],['superhero'],['superhero'],"[('superhero', 'NN')]"
474,160,michael crichton,"['michael', 'crichton']","['michael', 'crichton']","['michael', 'crichton']","[('michael', 'NNS'), ('crichton', 'VBP')]"
474,161,submarine,['submarine'],['submarin'],['submarine'],"[('submarine', 'NN')]"
474,162,in netflix queue,"['in', 'netflix', 'queue']","['netflix', 'queue']","['in', 'netflix', 'queue']","[('in', 'IN'), ('netflix', 'JJ'), ('queue', 'NN')]"
474,185,computers,['computers'],['comput'],['computer'],"[('computers', 'NNS')]"
474,199,made me cry,"['made', 'me', 'cry']","['made', 'cri']","['made', 'me', 'cry']","[('made', 'VBN'), ('me', 'PRP'), ('cry', 'VB')]"
474,215,generation x,"['generation', 'x']","['gener', 'x']","['generation', 'x']","[('generation', 'NN'), ('x', 'NN')]"
474,216,school,['school'],['school'],['school'],"[('school', 'NN')]"
474,222,ireland,['ireland'],['ireland'],['ireland'],"[('ireland', 'NN')]"
474,223,generation x,"['generation', 'x']","['gener', 'x']","['generation', 'x']","[('generation', 'NN'), ('x', 'NN')]"
474,224,mental illness,"['mental', 'illness']","['mental', 'ill']","['mental', 'illness']","[('mental', 'JJ'), ('illness', 'NN')]"
474,224,psychology,['psychology'],['psycholog'],['psychology'],"[('psychology', 'NN')]"
474,230,stephen king,"['stephen', 'king']","['stephen', 'king']","['stephen', 'king']","[('stephen', 'NN'), ('king', 'VBG')]"
474,232,in netflix queue,"['in', 'netflix', 'queue']","['netflix', 'queue']","['in', 'netflix', 'queue']","[('in', 'IN'), ('netflix', 'JJ'), ('queue', 'NN')]"
474,235,movie business,"['movie', 'business']","['movi', 'busi']","['movie', 'business']","[('movie', 'NN'), ('business', 'NN')]"
474,237,basketball,['basketball'],['basketbal'],['basketball'],"[('basketball', 'NN')]"
474,237,france,['france'],['franc'],['france'],"[('france', 'NN')]"
474,237,infertility,['infertility'],['infertil'],['infertility'],"[('infertility', 'NN')]"
474,246,basketball,['basketball'],['basketbal'],['basketball'],"[('basketball', 'NN')]"
474,247,australia,['australia'],['australia'],['australia'],"[('australia', 'NNS')]"
474,249,beethoven,['beethoven'],['beethoven'],['beethoven'],"[('beethoven', 'RB')]"
474,252,einstein,['einstein'],['einstein'],['einstein'],"[('einstein', 'NN')]"
474,257,court,['court'],['court'],['court'],"[('court', 'NN')]"
474,260,darth vader,"['darth', 'vader']","['darth', 'vader']","['darth', 'vader']","[('darth', 'NN'), ('vader', 'NN')]"
474,260,luke skywalker,"['luke', 'skywalker']","['luke', 'skywalk']","['luke', 'skywalker']","[('luke', 'NN'), ('skywalker', 'NN')]"
474,260,space opera,"['space', 'opera']","['space', 'opera']","['space', 'opera']","[('space', 'NN'), ('opera', 'NN')]"
474,261,louisa may alcott,"['louisa', 'may', 'alcott']","['louisa', 'may', 'alcott']","['louisa', 'may', 'alcott']","[('louisa', 'NN'), ('may', 'MD'), ('alcott', 'VB')]"
474,262,england,['england'],['england'],['england'],"[('england', 'NN')]"
474,262,girl power,"['girl', 'power']","['girl', 'power']","['girl', 'power']","[('girl', 'NN'), ('power', 'NN')]"
474,262,india,['india'],['india'],['india'],"[('india', 'NN')]"
474,272,england,['england'],['england'],['england'],"[('england', 'NN')]"
474,272,mental illness,"['mental', 'illness']","['mental', 'ill']","['mental', 'illness']","[('mental', 'JJ'), ('illness', 'NN')]"
474,277,christmas,['christmas'],['christma'],['christmas'],"[('christmas', 'NN')]"
474,279,in netflix queue,"['in', 'netflix', 'queue']","['netflix', 'queue']","['in', 'netflix', 'queue']","[('in', 'IN'), ('netflix', 'JJ'), ('queue', 'NN')]"
474,280,prison,['prison'],['prison'],['prison'],"[('prison', 'NN')]"
474,282,disability,['disability'],['disabl'],['disability'],"[('disability', 'NN')]"
474,282,twins,['twins'],['twin'],['twin'],"[('twins', 'NNS')]"
474,290,in netflix queue,"['in', 'netflix', 'queue']","['netflix', 'queue']","['in', 'netflix', 'queue']","[('in', 'IN'), ('netflix', 'JJ'), ('queue', 'NN')]"
474,293,hit men,"['hit', 'men']","['hit', 'men']","['hit', 'men']","[('hit', 'VBN'), ('men', 'NNS')]"
474,296,hit men,"['hit', 'men']","['hit', 'men']","['hit', 'men']","[('hit', 'VBN'), ('men', 'NNS')]"
474,300,tv,['tv'],['tv'],['tv'],"[('tv', 'NN')]"
474,307,death,['death'],['death'],['death'],"[('death', 'NN')]"
474,308,marriage,['marriage'],['marriag'],['marriage'],"[('marriage', 'NN')]"
474,316,time travel,"['time', 'travel']","['time', 'travel']","['time', 'travel']","[('time', 'NN'), ('travel', 'NN')]"
474,317,christmas,['christmas'],['christma'],['christmas'],"[('christmas', 'NN')]"
474,318,prison,['prison'],['prison'],['prison'],"[('prison', 'NN')]"
474,318,stephen king,"['stephen', 'king']","['stephen', 'king']","['stephen', 'king']","[('stephen', 'NN'), ('king', 'VBG')]"
474,318,wrongful imprisonment,"['wrongful', 'imprisonment']","['wrong', 'imprison']","['wrongful', 'imprisonment']","[('wrongful', 'JJ'), ('imprisonment', 'NN')]"
474,326,in netflix queue,"['in', 'netflix', 'queue']","['netflix', 'queue']","['in', 'netflix', 'queue']","[('in', 'IN'), ('netflix', 'JJ'), ('queue', 'NN')]"
474,329,enterprise,['enterprise'],['enterpris'],['enterprise'],"[('enterprise', 'NN')]"
474,337,mental illness,"['mental', 'illness']","['mental', 'ill']","['mental', 'illness']","[('mental', 'JJ'), ('illness', 'NN')]"
474,338,serial killer,"['serial', 'killer']","['serial', 'killer']","['serial', 'killer']","[('serial', 'JJ'), ('killer', 'NN')]"
474,339,coma,['coma'],['coma'],['coma'],"[('coma', 'NN')]"
474,342,australia,['australia'],['australia'],['australia'],"[('australia', 'NNS')]"
474,342,weddings,['weddings'],['wed'],['wedding'],"[('weddings', 'NNS')]"
474,345,cross dressing,"['cross', 'dressing']","['cross', 'dress']","['cross', 'dressing']","[('cross', 'NN'), ('dressing', 'VBG')]"
474,345,men in drag,"['men', 'in', 'drag']","['men', 'drag']","['men', 'in', 'drag']","[('men', 'NNS'), ('in', 'IN'), ('drag', 'NN')]"
474,345,remade,['remade'],['remad'],['remade'],"[('remade', 'NN')]"
474,349,tom clancy,"['tom', 'clancy']","['tom', 'clanci']","['tom', 'clancy']","[('tom', 'NN'), ('clancy', 'NN')]"
474,350,john grisham,"['john', 'grisham']","['john', 'grisham']","['john', 'grisham']","[('john', 'NN'), ('grisham', 'NN')]"
474,351,interracial romance,"['interracial', 'romance']","['interraci', 'romanc']","['interracial', 'romance']","[('interracial', 'JJ'), ('romance', 'NN')]"
474,356,shrimp,['shrimp'],['shrimp'],['shrimp'],"[('shrimp', 'NN')]"
474,356,vietnam,['vietnam'],['vietnam'],['vietnam'],"[('vietnam', 'NNS')]"
474,357,wedding,['wedding'],['wed'],['wedding'],"[('wedding', 'NN')]"
474,361,gambling,['gambling'],['gambl'],['gambling'],"[('gambling', 'VBG')]"
474,363,holocaust,['holocaust'],['holocaust'],['holocaust'],"[('holocaust', 'NN')]"
474,363,in netflix queue,"['in', 'netflix', 'queue']","['netflix', 'queue']","['in', 'netflix', 'queue']","[('in', 'IN'), ('netflix', 'JJ'), ('queue', 'NN')]"
474,364,disney,['disney'],['disney'],['disney'],"[('disney', 'NN')]"
474,371,journalism,['journalism'],['journal'],['journalism'],"[('journalism', 'NN')]"
474,377,bus,['bus'],['bu'],['bus'],"[('bus', 'NN')]"
474,380,spies,['spies'],['spi'],['spy'],"[('spies', 'NNS')]"
474,381,alcoholism,['alcoholism'],['alcohol'],['alcoholism'],"[('alcoholism', 'NN')]"
474,412,edith wharton,"['edith', 'wharton']","['edith', 'wharton']","['edith', 'wharton']","[('edith', 'NN'), ('wharton', 'NN')]"
474,421,horses,['horses'],['hors'],['horse'],"[('horses', 'NNS')]"
474,425,mental illness,"['mental', 'illness']","['mental', 'ill']","['mental', 'illness']","[('mental', 'JJ'), ('illness', 'NN')]"
474,425,oscar best actress,"['oscar', 'best', 'actress']","['oscar', 'best', 'actress']","['oscar', 'best', 'actress']","[('oscar', 'NN'), ('best', 'JJS'), ('actress', 'NN')]"
474,440,president,['president'],['presid'],['president'],"[('president', 'NN')]"
474,454,john grisham,"['john', 'grisham']","['john', 'grisham']","['john', 'grisham']","[('john', 'NN'), ('grisham', 'NN')]"
474,457,based on a tv show,"['based', 'on', 'a', 'tv', 'show']","['base', 'tv', 'show']","['based', 'on', 'a', 'tv', 'show']","[('based', 'VBN'), ('on', 'IN'), ('a', 'DT'), ('tv', 'NN'), ('show', 'NN')]"
474,471,hula hoop,"['hula', 'hoop']","['hula', 'hoop']","['hula', 'hoop']","[('hula', 'NN'), ('hoop', 'NN')]"
474,474,assassination,['assassination'],['assassin'],['assassination'],"[('assassination', 'NN')]"
474,475,ireland,['ireland'],['ireland'],['ireland'],"[('ireland', 'NN')]"
474,477,biopic,['biopic'],['biopic'],['biopic'],"[('biopic', 'NN')]"
474,480,dinosaur,['dinosaur'],['dinosaur'],['dinosaur'],"[('dinosaur', 'NN')]"
474,488,japan,['japan'],['japan'],['japan'],"[('japan', 'NN')]"
474,488,sexuality,['sexuality'],['sexual'],['sexuality'],"[('sexuality', 'NN')]"
474,497,shakespeare,['shakespeare'],['shakespear'],['shakespeare'],"[('shakespeare', 'NN')]"
474,500,cross dressing,"['cross', 'dressing']","['cross', 'dress']","['cross', 'dressing']","[('cross', 'NN'), ('dressing', 'VBG')]"
474,500,divorce,['divorce'],['divorc'],['divorce'],"[('divorce', 'NN')]"
474,500,men in drag,"['men', 'in', 'drag']","['men', 'drag']","['men', 'in', 'drag']","[('men', 'NNS'), ('in', 'IN'), ('drag', 'NN')]"
474,508,aids,['aids'],['aid'],['aid'],"[('aids', 'NNS')]"
474,513,radio,['radio'],['radio'],['radio'],"[('radio', 'NN')]"
474,513,show business,"['show', 'business']","['show', 'busi']","['show', 'business']","[('show', 'NN'), ('business', 'NN')]"
474,515,butler,['butler'],['butler'],['butler'],"[('butler', 'NN')]"
474,515,housekeeper,['housekeeper'],['housekeep'],['housekeeper'],"[('housekeeper', 'NN')]"
474,516,military,['military'],['militari'],['military'],"[('military', 'JJ')]"
474,522,australia,['australia'],['australia'],['australia'],"[('australia', 'NNS')]"
474,522,racism,['racism'],['racism'],['racism'],"[('racism', 'NN')]"
474,522,violence,['violence'],['violenc'],['violence'],"[('violence', 'NN')]"
474,524,football,['football'],['footbal'],['football'],"[('football', 'NN')]"
474,527,holocaust,['holocaust'],['holocaust'],['holocaust'],"[('holocaust', 'NN')]"
474,529,chess,['chess'],['chess'],['chess'],"[('chess', 'NN')]"
474,531,in netflix queue,"['in', 'netflix', 'queue']","['netflix', 'queue']","['in', 'netflix', 'queue']","[('in', 'IN'), ('netflix', 'JJ'), ('queue', 'NN')]"
474,534,cs lewis,"['cs', 'lewis']","['cs', 'lewi']","['c', 'lewis']","[('cs', 'NN'), ('lewis', 'NN')]"
474,535,large cast,"['large', 'cast']","['larg', 'cast']","['large', 'cast']","[('large', 'JJ'), ('cast', 'NN')]"
474,538,race,['race'],['race'],['race'],"[('race', 'NN')]"
474,539,empire state building,"['empire', 'state', 'building']","['empir', 'state', 'build']","['empire', 'state', 'building']","[('empire', 'NN'), ('state', 'NN'), ('building', 'NN')]"
474,541,robots,['robots'],['robot'],['robot'],"[('robots', 'NNS')]"
474,543,beat poetry,"['beat', 'poetry']","['beat', 'poetri']","['beat', 'poetry']","[('beat', 'NN'), ('poetry', 'NN')]"
474,551,christmas,['christmas'],['christma'],['christmas'],"[('christmas', 'NN')]"
474,551,halloween,['halloween'],['halloween'],['halloween'],"[('halloween', 'NN')]"
474,556,politics,['politics'],['polit'],['politics'],"[('politics', 'NNS')]"
474,562,adolescence,['adolescence'],['adolesc'],['adolescence'],"[('adolescence', 'NN')]"
474,586,christmas,['christmas'],['christma'],['christmas'],"[('christmas', 'NN')]"
474,587,overrated,['overrated'],['overr'],['overrated'],"[('overrated', 'VBN')]"
474,588,disney,['disney'],['disney'],['disney'],"[('disney', 'NN')]"
474,589,robots,['robots'],['robot'],['robot'],"[('robots', 'NNS')]"
474,590,american indians,"['american', 'indians']","['american', 'indian']","['american', 'indian']","[('american', 'JJ'), ('indians', 'NNS')]"
474,590,native americans,"['native', 'americans']","['nativ', 'american']","['native', 'american']","[('native', 'JJ'), ('americans', 'NNS')]"
474,592,superhero,['superhero'],['superhero'],['superhero'],"[('superhero', 'NN')]"
474,593,hannibal lector,"['hannibal', 'lector']","['hannib', 'lector']","['hannibal', 'lector']","[('hannibal', 'JJ'), ('lector', 'NN')]"
474,594,disney,['disney'],['disney'],['disney'],"[('disney', 'NN')]"
474,595,disney,['disney'],['disney'],['disney'],"[('disney', 'NN')]"
474,596,disney,['disney'],['disney'],['disney'],"[('disney', 'NN')]"
474,597,prostitution,['prostitution'],['prostitut'],['prostitution'],"[('prostitution', 'NN')]"
474,608,coen brothers,"['coen', 'brothers']","['coen', 'brother']","['coen', 'brother']","[('coen', 'NN'), ('brothers', 'NNS')]"
474,616,disney,['disney'],['disney'],['disney'],"[('disney', 'NN')]"
474,628,priest,['priest'],['priest'],['priest'],"[('priest', 'NN')]"
474,638,babies,['babies'],['babi'],['baby'],"[('babies', 'NNS')]"
474,647,gulf war,"['gulf', 'war']","['gulf', 'war']","['gulf', 'war']","[('gulf', 'NN'), ('war', 'NN')]"
474,648,based on a tv show,"['based', 'on', 'a', 'tv', 'show']","['base', 'tv', 'show']","['based', 'on', 'a', 'tv', 'show']","[('based', 'VBN'), ('on', 'IN'), ('a', 'DT'), ('tv', 'NN'), ('show', 'NN')]"
474,668,india,['india'],['india'],['india'],"[('india', 'NN')]"
474,670,india,['india'],['india'],['india'],"[('india', 'NN')]"
474,671,spoof,['spoof'],['spoof'],['spoof'],"[('spoof', 'NN')]"
474,673,bugs bunny,"['bugs', 'bunny']","['bug', 'bunni']","['bug', 'bunny']","[('bugs', 'NNS'), ('bunny', 'VBP')]"
474,708,veterinarian,['veterinarian'],['veterinarian'],['veterinarian'],"[('veterinarian', 'JJ')]"
474,720,aardman,['aardman'],['aardman'],['aardman'],"[('aardman', 'NN')]"
474,728,in netflix queue,"['in', 'netflix', 'queue']","['netflix', 'queue']","['in', 'netflix', 'queue']","[('in', 'IN'), ('netflix', 'JJ'), ('queue', 'NN')]"
474,733,alcatraz,['alcatraz'],['alcatraz'],['alcatraz'],"[('alcatraz', 'NN')]"
474,736,disaster,['disaster'],['disast'],['disaster'],"[('disaster', 'NN')]"
474,745,aardman,['aardman'],['aardman'],['aardman'],"[('aardman', 'NN')]"
474,748,aliens,['aliens'],['alien'],['alien'],"[('aliens', 'NNS')]"
474,750,atomic bomb,"['atomic', 'bomb']","['atom', 'bomb']","['atomic', 'bomb']","[('atomic', 'JJ'), ('bomb', 'NN')]"
474,778,drug abuse,"['drug', 'abuse']","['drug', 'abus']","['drug', 'abuse']","[('drug', 'NN'), ('abuse', 'NN')]"
474,780,aliens,['aliens'],['alien'],['alien'],"[('aliens', 'NNS')]"
474,800,in netflix queue,"['in', 'netflix', 'queue']","['netflix', 'queue']","['in', 'netflix', 'queue']","[('in', 'IN'), ('netflix', 'JJ'), ('queue', 'NN')]"
474,805,john grisham,"['john', 'grisham']","['john', 'grisham']","['john', 'grisham']","[('john', 'NN'), ('grisham', 'NN')]"
474,818,based on a tv show,"['based', 'on', 'a', 'tv', 'show']","['base', 'tv', 'show']","['based', 'on', 'a', 'tv', 'show']","[('based', 'VBN'), ('on', 'IN'), ('a', 'DT'), ('tv', 'NN'), ('show', 'NN')]"
474,830,adultery,['adultery'],['adulteri'],['adultery'],"[('adultery', 'NN')]"
474,832,kidnapping,['kidnapping'],['kidnap'],['kidnapping'],"[('kidnapping', 'NN')]"
474,838,jane austen,"['jane', 'austen']","['jane', 'austen']","['jane', 'austen']","[('jane', 'NN'), ('austen', 'NNS')]"
474,852,golf,['golf'],['golf'],['golf'],"[('golf', 'NN')]"
474,858,mafia,['mafia'],['mafia'],['mafia'],"[('mafia', 'NN')]"
474,892,shakespeare,['shakespeare'],['shakespear'],['shakespeare'],"[('shakespeare', 'NN')]"
474,898,divorce,['divorce'],['divorc'],['divorce'],"[('divorce', 'NN')]"
474,899,movie business,"['movie', 'business']","['movi', 'busi']","['movie', 'business']","[('movie', 'NN'), ('business', 'NN')]"
474,900,france,['france'],['franc'],['france'],"[('france', 'NN')]"
474,902,capote,['capote'],['capot'],['capote'],"[('capote', 'NN')]"
474,903,falling,['falling'],['fall'],['falling'],"[('falling', 'VBG')]"
474,904,voyeurism,['voyeurism'],['voyeur'],['voyeurism'],"[('voyeurism', 'NN')]"
474,905,screwball,['screwball'],['screwbal'],['screwball'],"[('screwball', 'NN')]"
474,906,brooch,['brooch'],['brooch'],['brooch'],"[('brooch', 'NN')]"
474,907,divorce,['divorce'],['divorc'],['divorce'],"[('divorce', 'NN')]"
474,908,mount rushmore,"['mount', 'rushmore']","['mount', 'rushmor']","['mount', 'rushmore']","[('mount', 'NN'), ('rushmore', 'NN')]"
474,909,adultery,['adultery'],['adulteri'],['adultery'],"[('adultery', 'NN')]"
474,910,men in drag,"['men', 'in', 'drag']","['men', 'drag']","['men', 'in', 'drag']","[('men', 'NNS'), ('in', 'IN'), ('drag', 'NN')]"
474,911,heist,['heist'],['heist'],['heist'],"[('heist', 'NN')]"
474,912,start of a beautiful friendship,"['start', 'of', 'a', 'beautiful', 'friendship']","['start', 'beauti', 'friendship']","['start', 'of', 'a', 'beautiful', 'friendship']","[('start', 'NN'), ('of', 'IN'), ('a', 'DT'), ('beautiful', 'JJ'), ('friendship', 'NN')]"
474,913,statue,['statue'],['statu'],['statue'],"[('statue', 'NN')]"
474,914,george bernard shaw,"['george', 'bernard', 'shaw']","['georg', 'bernard', 'shaw']","['george', 'bernard', 'shaw']","[('george', 'NN'), ('bernard', 'NN'), ('shaw', 'NN')]"
474,915,rich guy  poor girl,"['rich', 'guy', 'poor', 'girl']","['rich', 'guy', 'poor', 'girl']","['rich', 'guy', 'poor', 'girl']","[('rich', 'JJ'), ('guy', 'NN'), ('poor', 'JJ'), ('girl', 'NN')]"
474,916,italy,['italy'],['itali'],['italy'],"[('italy', 'NN')]"
474,916,royalty,['royalty'],['royalti'],['royalty'],"[('royalty', 'NN')]"
474,918,s,['s'],[],['s'],"[('s', 'NN')]"
474,919,dorothy,['dorothy'],['dorothi'],['dorothy'],"[('dorothy', 'NN')]"
474,919,toto,['toto'],['toto'],['toto'],"[('toto', 'NN')]"
474,920,civil war,"['civil', 'war']","['civil', 'war']","['civil', 'war']","[('civil', 'JJ'), ('war', 'NN')]"
474,921,television,['television'],['televis'],['television'],"[('television', 'NN')]"
474,922,movies,['movies'],['movi'],['movie'],"[('movies', 'NNS')]"
474,923,rosebud,['rosebud'],['rosebud'],['rosebud'],"[('rosebud', 'NN')]"
474,924,hal,['hal'],['hal'],['hal'],"[('hal', 'NN')]"
474,924,space,['space'],['space'],['space'],"[('space', 'NN')]"
474,926,hollywood,['hollywood'],['hollywood'],['hollywood'],"[('hollywood', 'NN')]"
